observation_id,food_name,ground_truth,predicted,h_mean,s_mean,v_mean,h_std,s_std,v_std,dark_ratio,texture_score,freshness_score,ambient_temp_c,humidity_pct,scan_date,location
195,chickpeas,fresh,fresh,38.18,198.8,207.69,9.13,21.78,22.56,0.0007,0.494,99.4,2.6,88.0,2025-09-04,Pune
196,chicken,moderate,fresh,32.59,97.03,132.61,9.87,22.74,24.16,0.0051,0.334,86.6,5.3,93.2,2025-04-03,Chennai
197,banana,fresh,fresh,23.23,208.52,210.11,1.79,15.54,14.18,0.0037,0.125,95.8,6.2,92.2,2025-02-19,Bangalore
198,banana,moderate,fresh,30.51,98.59,150.21,7.88,17.05,19.33,0.0,0.668,76.7,4.1,68.4,2025-04-10,Mumbai
199,cream,moderate,fresh,30.5,65.79,132.63,7.33,23.2,25.96,0.0123,0.44,82.9,3.6,61.8,2025-02-05,Pune
200,banana,moderate,fresh,15.44,138.81,169.61,7.1,20.67,24.09,0.0,0.513,87.7,5.6,63.7,2025-05-09,Mumbai
201,orange,fresh,fresh,31.0,141.41,182.45,9.09,20.15,20.12,0.0165,0.287,93.1,2.6,87.8,2025-07-03,Bangalore
202,bread,fresh,fresh,24.38,136.74,151.95,11.5,16.27,17.92,0.0,0.382,88.0,7.4,88.3,2025-03-10,Chennai
203,pear,moderate,fresh,17.82,112.37,122.63,12.5,22.98,25.84,0.0142,0.205,83.3,4.1,72.1,2025-10-20,Hyderabad
204,apple,fresh,fresh,2.49,222.9,182.19,3.62,21.9,16.24,0.0171,0.274,96.3,2.2,60.8,2025-09-25,Mumbai
205,kiwi,spoiled,moderate,18.15,33.05,70.88,9.71,17.89,26.63,0.1343,0.395,54.7,3.3,85.5,2025-03-09,Delhi
206,milk,fresh,fresh,7.21,3.15,239.12,10.16,2.59,14.92,0.0083,0.687,77.4,4.8,88.3,2025-07-17,Bangalore
207,cherry,fresh,fresh,43.42,138.93,191.38,11.26,18.86,19.39,0.0138,0.746,83.3,7.8,63.6,2025-10-10,Mumbai
208,kiwi,spoiled,moderate,14.18,19.78,57.01,7.55,15.1,17.69,0.2302,0.481,53.2,6.5,88.6,2025-10-04,Hyderabad
209,potato,fresh,fresh,31.87,118.88,186.62,9.67,14.02,21.12,0.0,0.669,87.7,2.4,65.9,2025-01-17,Delhi
210,beef,fresh,fresh,39.82,125.81,213.45,8.84,17.88,19.83,0.0151,0.955,90.8,5.2,73.9,2025-02-06,Kolkata
211,cucumber,fresh,fresh,34.47,151.52,190.78,6.16,20.51,15.76,0.0,0.294,83.9,4.2,65.1,2025-06-04,Chennai
212,cucumber,moderate,fresh,23.89,67.4,111.61,12.47,28.27,26.83,0.0,0.611,81.2,3.9,68.1,2025-02-13,Delhi
213,salmon,fresh,fresh,21.26,143.67,204.26,8.28,26.96,21.18,0.0024,0.745,85.0,7.7,88.3,2025-11-03,Hyderabad
214,rice,fresh,fresh,31.54,143.82,182.67,7.7,22.12,22.87,0.0,0.388,91.9,3.2,88.1,2025-08-02,Delhi
215,peas,fresh,fresh,23.71,123.38,143.28,9.02,16.69,13.54,0.0041,0.632,82.7,3.4,60.7,2025-01-21,Kolkata
216,chicken,spoiled,fresh,23.89,72.39,69.88,11.68,15.25,19.7,0.142,0.857,69.3,4.4,91.4,2025-09-02,Delhi
217,rice,fresh,fresh,37.35,144.19,185.35,8.64,18.0,22.98,0.0132,0.474,87.5,3.8,71.1,2025-06-13,Chennai
218,egg,moderate,fresh,23.25,71.11,143.41,8.2,25.08,24.97,0.0,0.369,80.3,7.9,77.3,2025-11-04,Kolkata
219,garlic,spoiled,moderate,30.86,42.12,69.5,11.64,19.17,21.67,0.1415,0.843,54.4,2.8,94.8,2025-12-24,Bangalore
220,avocado,fresh,fresh,30.08,123.76,158.7,7.39,18.17,19.44,0.0161,0.432,79.8,7.4,94.6,2025-12-28,Chennai
221,carrot,spoiled,moderate,25.4,52.95,78.59,7.97,15.19,14.07,0.089,0.374,58.4,3.6,84.1,2025-07-09,Pune
222,peach,spoiled,moderate,10.61,32.84,45.81,11.2,19.59,23.66,0.2558,0.387,50.2,2.9,80.4,2025-07-21,Bangalore
223,pasta,fresh,fresh,28.29,179.81,182.97,7.33,18.16,19.09,0.0031,0.695,90.4,7.9,71.3,2025-12-16,Mumbai
224,orange,fresh,fresh,26.89,153.41,183.21,8.01,21.31,23.57,0.0,0.603,85.1,7.2,83.1,2025-12-28,Mumbai
225,tofu,fresh,fresh,37.6,120.3,128.92,9.87,15.9,19.33,0.0,0.112,89.7,3.3,88.6,2025-04-16,Chennai
226,bell_pepper,fresh,fresh,20.64,113.96,190.83,9.52,18.27,12.23,0.0011,0.873,88.1,6.6,70.9,2025-08-21,Mumbai
227,yogurt,fresh,fresh,25.63,157.84,150.42,8.37,19.95,21.74,0.0167,0.447,80.2,4.7,81.7,2025-04-25,Bangalore
228,cherry,fresh,fresh,30.96,130.54,203.93,7.68,19.92,17.2,0.0075,0.956,87.4,5.5,63.6,2025-08-04,Pune
229,pineapple,fresh,fresh,26.45,132.3,176.54,11.42,15.88,15.16,0.0,0.126,92.9,6.0,75.8,2025-05-04,Hyderabad
230,orange,fresh,fresh,41.77,145.81,166.62,10.08,18.18,25.48,0.0,0.488,82.0,4.0,75.4,2025-06-04,Chennai
231,rice,fresh,fresh,35.42,140.24,223.15,6.79,22.23,20.9,0.0,0.271,97.6,3.1,69.7,2025-10-16,Hyderabad
232,mushroom,fresh,fresh,40.41,181.23,180.64,6.49,21.38,17.97,0.0,0.2,82.6,2.7,91.3,2025-10-09,Mumbai
233,watermelon,fresh,fresh,46.11,152.73,172.69,8.37,15.96,17.09,0.0153,0.73,83.9,4.4,73.8,2025-04-24,Kolkata
234,tofu,fresh,fresh,39.6,136.86,159.06,9.07,23.56,22.16,0.0114,0.413,80.8,3.7,80.9,2025-12-01,Chennai
235,pear,fresh,fresh,37.97,134.86,151.56,11.0,19.03,19.25,0.0,0.375,88.0,7.4,68.4,2025-06-22,Chennai
236,peach,fresh,fresh,40.63,161.12,189.12,12.33,18.07,22.78,0.0,0.111,95.7,4.8,71.7,2025-03-09,Chennai
237,peach,moderate,fresh,25.57,96.71,168.21,11.02,26.61,28.22,0.0038,0.973,89.5,5.5,77.1,2025-04-16,Chennai
238,strawberry,moderate,fresh,3.54,113.22,89.1,0.07,26.17,16.69,0.0741,0.852,75.4,5.2,65.9,2025-03-25,Chennai
239,mango,fresh,fresh,28.23,144.46,186.15,9.63,22.58,18.25,0.0,0.761,91.9,7.9,69.0,2025-08-09,Delhi
240,cauliflower,fresh,fresh,28.66,155.65,175.03,11.21,21.47,22.2,0.0084,0.902,85.5,6.6,90.0,2025-10-16,Chennai
241,broccoli,moderate,fresh,51.63,103.47,82.72,7.41,21.2,13.05,0.0673,0.981,74.3,7.1,83.1,2025-03-12,Bangalore
242,banana,fresh,fresh,27.89,218.8,232.38,4.04,15.93,15.11,0.0189,0.423,100.0,6.5,66.8,2025-07-21,Chennai
243,broccoli,spoiled,moderate,32.41,69.03,58.48,6.48,17.26,16.14,0.2236,0.504,59.9,7.7,78.4,2025-05-22,Delhi
244,bell_pepper,fresh,fresh,40.32,163.46,177.23,5.55,19.37,17.45,0.0198,0.378,87.2,2.2,78.2,2025-06-27,Hyderabad
245,pineapple,fresh,fresh,25.36,161.77,213.4,8.79,16.41,21.33,0.0187,0.813,90.5,3.7,93.9,2025-08-22,Mumbai
246,cauliflower,moderate,fresh,36.97,74.76,126.65,10.03,22.65,26.94,0.0,0.602,79.7,3.0,77.0,2025-02-26,Delhi
247,apple,fresh,fresh,4.64,188.39,186.69,2.13,22.17,13.88,0.013,0.211,86.2,4.9,60.2,2025-06-22,Kolkata
248,apple,fresh,fresh,10.18,172.01,203.37,4.87,15.74,9.72,0.0151,0.807,85.3,5.0,93.5,2025-09-05,Chennai
249,lentils,fresh,fresh,17.79,175.25,168.96,13.12,18.31,20.55,0.0,0.627,96.5,2.5,67.7,2025-08-12,Mumbai
250,oats,moderate,fresh,40.42,140.15,181.54,12.42,28.07,26.78,0.0187,0.188,86.2,3.6,70.6,2025-05-06,Hyderabad
251,mushroom,moderate,fresh,32.78,76.22,109.55,9.99,24.49,23.64,0.0031,0.715,75.2,3.2,64.7,2025-09-07,Delhi
252,lettuce,fresh,fresh,35.57,169.11,181.77,10.96,16.57,19.42,0.0051,0.591,90.3,4.3,90.7,2025-07-04,Mumbai
253,butter,fresh,fresh,24.27,112.67,178.35,7.76,24.54,21.89,0.0174,0.741,82.6,4.8,75.0,2025-07-14,Bangalore
254,banana,spoiled,fresh,7.83,67.81,104.42,8.16,14.32,17.12,0.0107,0.18,69.6,2.8,91.7,2025-04-19,Hyderabad
255,garlic,fresh,fresh,27.02,171.77,217.69,11.09,18.53,16.64,0.0026,0.364,92.9,6.5,73.7,2025-07-22,Chennai
256,cauliflower,moderate,fresh,26.41,45.79,138.08,9.7,23.6,20.22,0.0,0.149,84.5,2.3,89.0,2025-11-04,Delhi
257,salmon,fresh,fresh,34.11,139.35,156.6,2.26,19.92,25.32,0.0,0.398,82.1,2.4,85.9,2025-11-17,Pune
258,lentils,fresh,fresh,43.29,140.86,167.96,8.94,17.0,20.91,0.0,0.766,81.7,5.0,67.8,2025-11-21,Kolkata
259,blueberry,fresh,fresh,36.13,174.54,178.0,7.59,17.37,17.52,0.0196,0.106,86.2,4.9,84.1,2025-02-03,Chennai
260,blueberry,moderate,fresh,22.74,99.18,152.84,8.39,29.48,24.19,0.0,0.284,76.8,4.8,89.1,2025-08-13,Chennai
261,pineapple,fresh,fresh,29.83,135.06,131.52,9.77,22.21,19.16,0.0,0.311,83.0,7.1,69.1,2025-10-22,Bangalore
262,pasta,moderate,fresh,25.67,102.9,90.94,8.94,27.38,21.24,0.0508,0.266,73.5,6.9,83.0,2025-03-17,Pune
263,tofu,fresh,fresh,32.35,122.87,189.33,7.93,15.15,23.49,0.0,0.701,86.7,7.8,77.3,2025-11-09,Bangalore
264,potato,moderate,fresh,17.65,69.74,135.01,12.3,21.95,25.19,0.0,0.482,73.4,2.2,76.0,2025-10-13,Chennai
265,beef,fresh,fresh,33.43,163.86,183.53,7.27,17.52,20.26,0.0157,0.658,91.4,2.3,91.7,2025-03-15,Pune
266,cauliflower,fresh,fresh,21.42,91.57,188.73,9.81,12.91,16.97,0.0,0.87,92.9,5.0,72.2,2025-12-17,Bangalore
267,yogurt,fresh,fresh,34.95,191.15,180.42,6.54,19.45,24.12,0.0,0.747,92.9,4.0,85.0,2025-03-09,Kolkata
268,walnut,moderate,fresh,18.54,70.02,117.93,8.09,25.37,29.87,0.0,0.855,85.1,4.9,93.7,2025-10-22,Mumbai
269,chicken,moderate,fresh,28.23,83.69,122.7,6.87,27.65,24.77,0.0064,0.333,79.7,6.2,80.6,2025-10-12,Hyderabad
270,tuna,moderate,fresh,23.2,169.83,137.47,8.5,23.72,28.45,0.0,0.76,78.9,3.4,83.3,2025-08-22,Bangalore
271,cucumber,moderate,fresh,26.13,54.04,152.98,8.66,30.62,28.24,0.0123,0.759,87.9,3.4,91.5,2025-03-24,Bangalore
272,walnut,spoiled,fresh,15.53,54.22,71.36,11.71,16.45,17.46,0.1257,0.325,69.1,2.2,86.2,2025-08-25,Delhi
273,salmon,moderate,fresh,18.56,115.75,121.63,9.19,22.13,26.27,0.0,0.197,73.8,4.7,64.7,2025-11-19,Hyderabad
274,cherry,fresh,fresh,46.5,128.65,180.48,10.82,19.76,21.36,0.0072,0.303,86.6,6.5,75.2,2025-09-26,Kolkata
275,cherry,fresh,fresh,21.5,158.57,176.26,9.97,23.56,27.77,0.0184,0.187,80.5,2.2,64.9,2025-01-12,Kolkata
276,peas,moderate,fresh,30.8,98.14,134.86,9.29,26.02,24.11,0.0,0.714,87.2,7.7,85.5,2025-09-16,Mumbai
277,kiwi,moderate,fresh,26.68,122.94,104.84,12.28,28.95,24.65,0.0,0.657,80.0,5.4,64.8,2025-02-15,Bangalore
278,bread,fresh,fresh,13.03,137.84,205.94,7.95,17.0,18.49,0.0,0.804,82.4,3.8,64.1,2025-04-02,Hyderabad
279,cream,fresh,fresh,36.72,160.93,175.22,7.27,18.82,17.23,0.0176,0.93,83.8,3.5,84.6,2025-02-28,Kolkata
280,peach,spoiled,fresh,36.15,30.17,94.34,13.04,17.99,18.71,0.0313,0.868,65.1,7.6,77.5,2025-07-20,Chennai
281,cream,moderate,fresh,29.04,89.4,107.41,10.65,21.46,28.56,0.0,0.926,72.5,3.6,61.0,2025-06-14,Delhi
282,cherry,fresh,fresh,26.28,154.02,185.67,7.48,21.76,18.58,0.0,0.592,92.9,6.4,92.3,2025-11-02,Mumbai
283,cheese,fresh,fresh,36.97,123.08,182.53,11.88,17.0,17.97,0.0162,0.733,93.7,6.6,61.2,2025-02-14,Hyderabad
284,almond,moderate,fresh,30.14,94.49,138.77,10.98,26.9,28.33,0.0021,0.952,74.7,3.6,61.5,2025-01-16,Hyderabad
285,avocado,moderate,fresh,29.1,83.97,146.81,13.8,24.6,22.08,0.0,0.865,80.4,7.8,60.8,2025-01-01,Kolkata
286,cherry,fresh,fresh,38.86,147.59,136.55,9.69,18.39,19.73,0.0073,0.764,90.2,5.3,61.8,2025-07-23,Mumbai
287,mushroom,moderate,fresh,28.32,94.76,147.74,9.13,26.54,24.22,0.0,0.206,83.0,5.7,91.6,2025-06-07,Delhi
288,mushroom,spoiled,moderate,27.39,44.23,51.29,12.17,13.39,22.42,0.2272,0.109,48.0,4.5,86.3,2025-09-19,Chennai
289,apple,spoiled,fresh,24.94,86.76,84.41,7.3,19.94,24.09,0.0602,0.151,66.5,4.6,69.9,2025-06-12,Hyderabad
290,rice,spoiled,moderate,28.0,10.76,48.93,7.86,17.85,25.13,0.2406,0.458,57.0,5.9,83.0,2025-02-09,Hyderabad
291,kiwi,fresh,fresh,29.16,146.62,181.4,10.32,17.22,20.72,0.0,0.924,91.6,3.3,85.0,2025-06-25,Hyderabad
292,spinach,spoiled,moderate,29.75,42.52,73.79,12.0,6.89,22.03,0.1468,0.387,58.7,5.2,63.7,2025-06-14,Pune
293,tuna,fresh,fresh,24.77,113.39,190.22,10.75,19.59,22.86,0.0165,0.857,79.8,5.1,70.7,2025-09-07,Chennai
294,garlic,moderate,fresh,41.12,122.87,171.0,11.48,25.23,20.19,0.0,0.312,90.2,4.6,86.7,2025-02-01,Bangalore
295,strawberry,fresh,fresh,1.51,197.35,203.42,1.65,15.37,21.65,0.0,0.969,94.0,2.4,89.9,2025-07-16,Chennai
296,potato,fresh,fresh,30.35,183.9,167.55,8.39,17.77,16.04,0.0,0.266,81.7,4.6,61.8,2025-05-02,Hyderabad
297,walnut,fresh,fresh,25.11,149.26,171.41,6.62,15.78,19.75,0.0043,0.904,79.6,7.5,91.8,2025-10-07,Kolkata
298,banana,fresh,fresh,23.98,221.4,220.82,1.08,14.07,7.74,0.0,0.485,100.0,6.4,85.7,2025-01-26,Chennai
299,egg,fresh,fresh,32.55,176.81,142.5,8.23,19.52,22.01,0.0071,0.873,90.1,7.6,76.2,2025-10-24,Hyderabad
300,olive_oil,fresh,fresh,31.71,134.96,173.62,6.41,23.23,20.06,0.0,0.771,81.2,7.5,64.6,2025-01-09,Kolkata
301,oats,spoiled,moderate,39.01,34.09,55.83,6.97,9.59,15.25,0.2108,0.589,47.1,4.0,73.8,2025-10-09,Delhi
302,broccoli,moderate,moderate,47.67,90.17,56.28,11.79,18.55,15.44,0.231,0.647,61.8,2.7,79.9,2025-06-27,Delhi
303,pear,fresh,fresh,42.9,167.94,174.63,6.22,13.54,17.84,0.0,0.133,80.9,4.2,82.3,2025-09-07,Bangalore
304,grape,moderate,fresh,22.89,65.32,126.72,10.15,24.33,23.05,0.0159,0.596,72.1,7.7,75.4,2025-05-25,Kolkata
305,broccoli,fresh,fresh,56.35,126.63,83.64,10.82,14.7,15.06,0.0709,0.257,72.4,7.2,83.0,2025-04-04,Pune
306,strawberry,fresh,fresh,3.42,213.5,179.06,2.57,13.16,21.08,0.0,0.386,91.7,5.3,68.0,2025-12-09,Delhi
307,banana,moderate,fresh,18.14,132.17,169.34,5.58,19.61,14.35,0.0,0.746,91.8,5.6,72.2,2025-02-17,Bangalore
308,pineapple,fresh,fresh,25.61,151.86,183.2,5.94,23.8,17.4,0.0,0.434,84.1,6.9,74.6,2025-11-14,Delhi
309,blueberry,fresh,fresh,37.76,158.54,167.08,11.55,16.42,22.76,0.0,0.978,89.1,7.4,73.1,2025-05-20,Chennai
310,peach,fresh,fresh,38.0,136.59,207.85,7.5,20.87,20.78,0.0,0.632,86.0,2.6,67.4,2025-06-17,Pune
311,olive_oil,moderate,fresh,23.66,110.27,149.84,6.5,28.91,20.01,0.0085,0.946,87.8,4.3,80.4,2025-11-24,Mumbai
312,potato,moderate,fresh,35.33,118.17,102.73,9.18,21.68,24.36,0.0182,0.963,82.4,8.0,79.8,2025-10-21,Hyderabad
313,chickpeas,fresh,fresh,27.54,165.59,206.21,10.79,18.31,19.37,0.0139,0.575,94.6,2.3,76.5,2025-09-17,Bangalore
314,cucumber,fresh,fresh,16.53,133.88,199.3,11.23,16.3,18.22,0.0,0.32,93.9,3.5,86.9,2025-06-08,Bangalore
315,cucumber,moderate,fresh,24.74,97.0,109.76,10.85,23.58,24.96,0.0,0.76,73.2,7.3,72.7,2025-06-18,Hyderabad
316,watermelon,spoiled,moderate,25.46,35.1,61.27,9.78,14.73,18.89,0.1978,0.504,58.8,4.5,79.9,2025-03-18,Mumbai
317,olive_oil,spoiled,fresh,17.41,58.98,81.22,9.41,17.09,19.0,0.1005,0.645,70.1,6.8,72.0,2025-02-03,Bangalore
318,peas,fresh,fresh,39.38,157.39,177.85,8.9,15.29,16.62,0.0,0.893,82.6,3.2,66.3,2025-08-01,Mumbai
319,pineapple,fresh,fresh,20.45,152.86,214.65,12.46,21.91,21.5,0.0085,0.523,95.1,2.6,90.4,2025-07-01,Pune
320,peach,spoiled,moderate,1.99,26.86,54.24,8.76,14.5,18.58,0.2435,0.927,46.7,7.4,72.4,2025-07-23,Hyderabad
321,tomato,moderate,fresh,0.08,144.96,108.55,4.48,26.22,17.24,0.0159,0.909,75.9,5.5,81.6,2025-12-02,Chennai
322,almond,spoiled,fresh,0.0,30.71,92.02,13.92,11.31,21.49,0.0563,0.668,78.0,6.4,75.2,2025-08-23,Mumbai
323,chickpeas,fresh,fresh,26.28,147.88,232.89,4.99,20.76,21.4,0.0167,0.943,96.2,2.5,91.3,2025-10-19,Delhi
324,oats,moderate,fresh,35.86,92.45,137.7,9.22,25.81,23.97,0.0,0.558,79.3,5.5,93.1,2025-02-08,Delhi
325,cheese,fresh,fresh,34.97,142.61,187.54,7.94,23.38,19.85,0.0159,0.622,89.1,7.1,74.9,2025-06-13,Delhi
326,walnut,fresh,fresh,15.82,175.24,161.89,6.69,18.21,24.12,0.0126,0.761,82.3,7.9,67.4,2025-09-09,Hyderabad
327,tuna,fresh,fresh,12.91,212.75,201.12,8.45,19.84,20.86,0.0,0.359,90.8,4.9,67.8,2025-03-10,Delhi
328,salmon,moderate,fresh,30.21,106.13,143.89,10.18,24.41,24.55,0.0067,0.227,89.3,3.2,89.4,2025-03-01,Hyderabad
329,strawberry,spoiled,moderate,7.03,62.01,66.87,0.88,16.97,20.58,0.1776,0.106,61.3,7.0,60.9,2025-04-10,Hyderabad
330,mushroom,moderate,fresh,24.81,80.29,158.1,11.9,22.68,26.22,0.0132,0.365,82.5,2.7,84.7,2025-02-15,Bangalore
331,cheese,fresh,fresh,22.23,122.41,167.47,9.72,22.86,21.54,0.0197,0.758,91.2,2.7,72.4,2025-02-24,Kolkata
332,avocado,moderate,fresh,32.25,102.9,113.96,10.86,27.4,27.26,0.0003,0.348,77.2,5.8,77.9,2025-02-23,Pune
333,cucumber,spoiled,moderate,31.89,45.62,77.03,12.14,14.92,17.35,0.0989,0.735,57.2,5.1,66.7,2025-09-22,Kolkata
334,bread,fresh,fresh,28.7,135.1,166.5,7.71,17.62,19.08,0.0,0.223,88.2,4.3,93.0,2025-11-07,Delhi
335,milk,fresh,fresh,0.53,11.07,240.01,3.37,6.98,12.81,0.0093,0.354,89.5,3.2,90.7,2025-09-28,Pune
336,almond,fresh,fresh,17.14,134.75,164.62,6.12,22.49,19.42,0.0,0.65,84.8,6.3,61.4,2025-12-09,Hyderabad
337,potato,moderate,fresh,22.35,39.9,145.89,7.52,25.18,25.83,0.0,0.577,74.5,7.7,90.7,2025-04-10,Pune
338,cheese,fresh,fresh,40.89,123.82,119.61,8.37,25.4,23.72,0.0039,0.589,83.7,3.8,67.7,2025-05-14,Bangalore
339,cucumber,fresh,fresh,31.68,140.17,196.14,6.05,21.43,21.52,0.0,0.961,87.4,6.0,72.2,2025-07-23,Mumbai
340,olive_oil,spoiled,fresh,30.6,76.39,77.85,8.98,14.92,14.69,0.1253,0.641,72.2,6.1,61.0,2025-05-17,Mumbai
341,peas,fresh,fresh,24.44,141.81,169.52,8.3,17.53,23.36,0.0,0.386,91.0,4.3,75.5,2025-07-09,Chennai
342,broccoli,fresh,fresh,55.0,119.86,95.08,8.31,17.48,12.4,0.03,0.141,73.0,4.7,67.7,2025-03-18,Mumbai
343,olive_oil,moderate,fresh,18.42,82.41,96.35,8.36,23.57,27.62,0.0228,0.397,83.1,5.6,60.7,2025-12-01,Kolkata
344,potato,fresh,fresh,32.1,153.87,197.02,7.73,21.17,19.69,0.0165,0.79,92.8,5.3,82.9,2025-09-07,Delhi
345,cream,fresh,fresh,32.12,138.34,131.22,7.73,24.27,22.78,0.0014,0.874,77.9,3.4,88.0,2025-06-11,Bangalore
346,kiwi,moderate,fresh,34.65,120.9,132.22,10.39,23.15,24.05,0.0,0.861,78.5,6.5,78.4,2025-09-13,Kolkata
347,cheese,fresh,fresh,34.93,174.08,177.21,7.1,20.0,21.8,0.0,0.668,85.7,6.1,61.2,2025-12-04,Kolkata
348,potato,moderate,fresh,10.56,32.6,116.24,7.56,23.48,24.56,0.0096,0.343,70.1,2.5,62.6,2025-12-23,Kolkata
349,chickpeas,fresh,fresh,26.37,179.05,186.53,8.6,21.87,16.58,0.0132,0.644,82.4,2.9,85.8,2025-07-07,Kolkata
350,salmon,spoiled,fresh,30.39,33.86,83.41,7.86,10.34,22.45,0.08,0.769,71.5,3.8,76.1,2025-02-09,Pune
351,chicken,fresh,fresh,33.01,131.96,162.61,10.25,16.43,24.93,0.0,0.97,82.2,5.4,76.9,2025-12-18,Hyderabad
352,tomato,fresh,fresh,1.2,209.58,175.07,3.21,13.37,14.51,0.0091,0.956,98.9,6.6,85.0,2025-08-08,Hyderabad
353,banana,fresh,fresh,30.16,194.97,227.41,2.97,14.31,7.02,0.0,0.607,90.0,5.9,71.6,2025-11-03,Chennai
354,egg,fresh,fresh,9.5,146.18,228.25,9.57,19.94,19.21,0.0,0.325,97.3,2.8,81.6,2025-08-17,Pune
355,chicken,moderate,fresh,25.22,103.68,100.48,12.23,27.15,27.15,0.0,0.471,71.9,6.4,89.2,2025-01-11,Pune
356,chicken,moderate,fresh,29.38,90.49,146.82,11.18,23.94,23.28,0.0,0.288,87.8,5.4,77.1,2025-08-11,Pune
357,tomato,fresh,fresh,3.2,223.24,161.41,0.94,15.49,15.15,0.0006,0.873,94.1,8.0,62.9,2025-02-14,Pune
358,watermelon,fresh,fresh,31.39,154.88,175.54,10.98,15.2,17.51,0.0,0.773,92.0,3.0,75.3,2025-02-02,Bangalore
359,cheese,fresh,fresh,29.17,117.14,176.48,11.32,20.06,20.69,0.0,0.774,90.6,5.3,74.0,2025-05-04,Bangalore
360,spinach,moderate,fresh,12.4,74.59,120.62,9.36,28.84,26.67,0.0,0.39,84.9,7.3,79.7,2025-03-05,Delhi
361,butter,moderate,fresh,13.89,96.16,142.46,12.28,29.74,21.95,0.0181,0.434,86.7,5.6,76.5,2025-04-11,Pune
362,chickpeas,spoiled,moderate,11.89,16.14,65.32,10.93,17.96,19.77,0.16,0.744,64.0,4.8,71.1,2025-03-05,Bangalore
363,watermelon,spoiled,moderate,16.8,37.28,53.3,14.18,10.18,20.55,0.2416,0.279,44.8,2.6,76.1,2025-02-02,Hyderabad
364,cauliflower,moderate,fresh,45.24,90.17,125.25,9.29,24.46,29.12,0.0055,0.895,73.2,4.1,60.5,2025-04-09,Delhi
365,mushroom,moderate,fresh,2.88,128.34,94.4,9.47,23.71,26.77,0.033,0.463,74.6,3.5,78.9,2025-11-07,Chennai
366,beef,fresh,fresh,17.22,159.24,220.49,5.27,20.57,18.01,0.0,0.337,95.4,2.6,87.9,2025-10-21,Kolkata
367,potato,fresh,fresh,33.41,150.38,167.17,8.98,25.41,19.43,0.0037,0.35,91.3,6.8,90.5,2025-11-16,Mumbai
368,peach,fresh,fresh,35.76,124.13,160.87,8.94,24.45,21.07,0.0,0.937,80.6,5.7,65.0,2025-08-28,Chennai
369,cucumber,fresh,fresh,27.5,149.99,154.99,9.21,22.65,18.64,0.0,0.827,93.5,4.6,76.5,2025-05-17,Kolkata
370,pineapple,fresh,fresh,26.24,155.32,171.27,7.87,26.3,19.26,0.011,0.736,85.9,4.1,89.4,2025-06-17,Chennai
371,salmon,moderate,fresh,21.42,73.81,148.6,9.64,23.05,28.96,0.0178,0.85,88.3,6.3,89.4,2025-09-15,Bangalore
372,tofu,moderate,fresh,39.2,74.99,83.34,12.02,22.95,27.37,0.0856,0.492,72.2,4.1,60.9,2025-06-28,Bangalore
373,olive_oil,moderate,fresh,5.3,112.31,99.72,11.46,25.04,22.14,0.0,0.604,83.0,8.0,92.9,2025-07-12,Mumbai
374,almond,spoiled,moderate,15.93,45.29,72.12,11.17,20.93,15.31,0.1339,0.275,57.3,5.5,71.5,2025-06-09,Hyderabad
375,apple,moderate,fresh,26.09,122.61,142.02,2.34,24.43,22.76,0.0,0.531,75.9,2.3,84.3,2025-05-09,Pune
376,grape,spoiled,moderate,18.72,57.67,40.98,9.98,11.24,21.09,0.3096,0.935,53.2,8.0,82.1,2025-08-06,Bangalore
377,almond,spoiled,moderate,28.87,28.69,17.92,10.4,16.31,21.21,0.4227,0.134,39.3,2.2,91.3,2025-03-23,Pune
378,pear,spoiled,moderate,32.36,18.93,83.6,12.39,9.66,20.96,0.0788,0.861,60.2,2.3,82.3,2025-01-11,Chennai
379,cream,fresh,fresh,25.97,148.37,186.95,7.03,17.97,20.1,0.0062,0.764,94.0,4.0,83.5,2025-06-23,Mumbai
380,beef,moderate,fresh,14.13,62.85,146.98,7.7,27.0,26.39,0.0,0.698,78.1,4.5,83.4,2025-01-03,Mumbai
381,walnut,fresh,fresh,16.19,136.45,203.88,6.04,18.61,21.39,0.0,0.499,92.7,3.7,67.0,2025-09-14,Mumbai
382,bread,moderate,fresh,32.83,83.71,115.06,12.84,30.22,27.94,0.0,0.346,84.4,4.1,72.0,2025-10-27,Pune
383,orange,moderate,fresh,25.85,69.79,109.24,11.05,26.26,29.2,0.0,0.182,77.1,6.4,66.5,2025-10-21,Chennai
384,olive_oil,fresh,fresh,35.2,119.94,201.04,6.0,18.85,20.75,0.0055,0.514,80.0,7.3,93.0,2025-05-27,Pune
385,rice,spoiled,fresh,39.96,81.65,82.13,9.63,16.6,22.66,0.0992,0.764,74.9,3.9,73.3,2025-05-06,Delhi
386,lemon,moderate,fresh,21.79,134.88,135.75,11.0,27.0,26.26,0.0134,0.346,82.2,3.2,94.3,2025-05-23,Bangalore
387,carrot,fresh,fresh,14.52,180.74,191.63,0.8,16.32,17.34,0.0,0.795,88.3,5.1,89.0,2025-11-27,Mumbai
388,strawberry,spoiled,moderate,10.29,70.12,54.89,6.34,11.72,18.84,0.2118,0.612,56.7,8.0,75.2,2025-11-26,Pune
389,spinach,fresh,fresh,35.56,166.98,174.12,7.86,15.45,18.93,0.0002,0.847,91.7,6.8,63.2,2025-04-09,Mumbai
