record_id,food_name,category,purchase_date,freshness_at_scan,freshness_score,expected_days,actual_days_left,adjusted_days,storage_temp_c,humidity_pct,storage_location,packaging,was_wasted,city,month
964,broccoli,Vegetable,2025-12-13,fresh,86,8,7,6,6.3,64.3,door,sealed_bag,False,Pune,Apr
965,salmon,Protein,2025-03-05,fresh,60,5,5,4,4.7,73.2,main_shelf,original_pack,False,Kolkata,Apr
966,tomato,Vegetable,2025-01-04,spoiled,52,0,0,0,9.5,80.2,freezer,sealed_bag,True,Kolkata,Jan
967,pineapple,Fruit,2025-04-09,fresh,88,10,13,14,1.8,70.9,door,sealed_bag,False,Kolkata,Jul
968,kiwi,Fruit,2025-04-07,fresh,46,10,12,10,5.8,71.8,freezer,open,False,Delhi,May
969,broccoli,Vegetable,2025-11-10,fresh,26,8,9,9,2.1,91.3,door,original_pack,False,Mumbai,Feb
970,watermelon,Fruit,2025-10-11,fresh,61,10,8,6,9.0,65.6,door,sealed_bag,False,Kolkata,Feb
971,bread,Grain,2025-05-13,moderate,30,30,35,37,2.6,80.0,counter,open,False,Delhi,Feb
972,peach,Fruit,2025-08-20,moderate,22,3,2,1,9.2,65.9,door,wrapped,False,Delhi,Mar
973,beef,Protein,2025-12-07,moderate,41,2,2,1,5.0,65.1,main_shelf,container,False,Hyderabad,Sep
974,cheese,Dairy,2025-01-02,fresh,59,14,15,11,8.3,69.4,door,open,False,Delhi,Jun
975,rice,Grain,2025-10-06,fresh,87,90,92,70,8.7,74.2,main_shelf,open,False,Delhi,Aug
976,egg,Protein,2025-12-17,fresh,11,5,4,4,2.8,58.0,main_shelf,original_pack,False,Bangalore,May
977,tomato,Vegetable,2025-03-10,moderate,26,3,3,2,7.1,94.1,crisper,open,False,Delhi,Nov
978,peas,Vegetable,2025-12-01,fresh,48,8,7,5,7.7,70.6,counter,wrapped,False,Mumbai,Dec
979,zucchini,Vegetable,2025-02-17,spoiled,62,0,0,0,8.9,60.9,counter,open,True,Chennai,Jul
980,watermelon,Fruit,2025-02-04,spoiled,21,0,0,0,1.8,78.3,door,open,True,Mumbai,Feb
981,peas,Vegetable,2025-08-06,fresh,71,8,10,8,7.9,62.5,counter,container,False,Bangalore,Sep
982,avocado,Fruit,2025-02-09,moderate,95,3,2,2,2.6,77.2,counter,container,False,Delhi,Mar
983,garlic,Vegetable,2025-10-15,fresh,64,8,7,6,4.6,70.2,door,sealed_bag,False,Chennai,Jan
984,rice,Grain,2025-07-01,fresh,82,90,60,46,8.5,60.5,freezer,sealed_bag,False,Kolkata,Aug
985,peach,Fruit,2025-06-19,fresh,47,10,12,8,9.3,57.7,main_shelf,container,False,Pune,Jun
986,almond,Nut,2025-11-16,moderate,89,90,116,118,3.5,94.0,freezer,sealed_bag,False,Kolkata,Aug
987,tofu,Protein,2025-06-16,moderate,61,2,2,1,6.3,56.1,counter,wrapped,False,Pune,Oct
988,rice,Grain,2025-08-10,moderate,92,30,37,36,4.5,72.4,crisper,open,False,Delhi,Oct
989,kiwi,Fruit,2025-05-08,moderate,72,3,3,2,5.8,67.7,crisper,sealed_bag,False,Delhi,Jul
990,almond,Nut,2025-07-20,fresh,80,365,257,254,4.2,77.1,freezer,wrapped,False,Pune,Jan
991,tuna,Protein,2025-07-01,fresh,62,5,4,3,7.1,91.3,door,open,False,Kolkata,Mar
992,orange,Fruit,2025-03-13,fresh,39,10,10,10,2.2,61.6,door,open,False,Hyderabad,Jan
993,lemon,Fruit,2025-10-08,spoiled,41,0,0,0,3.6,75.1,freezer,original_pack,True,Mumbai,May
994,rice,Grain,2025-06-02,fresh,57,90,109,87,7.9,92.8,freezer,original_pack,False,Kolkata,Jun
995,cauliflower,Vegetable,2025-12-12,spoiled,93,0,0,0,8.7,77.4,main_shelf,original_pack,True,Mumbai,Jun
996,almond,Nut,2025-11-02,moderate,10,90,74,69,5.1,78.7,freezer,original_pack,False,Kolkata,Mar
997,peach,Fruit,2025-05-19,spoiled,87,0,0,0,6.7,62.0,freezer,original_pack,False,Mumbai,Oct
998,corn,Vegetable,2025-10-02,fresh,18,8,9,7,6.3,92.4,crisper,sealed_bag,False,Pune,Sep
999,bell_pepper,Vegetable,2025-02-11,fresh,73,8,7,7,1.5,65.5,crisper,sealed_bag,False,Delhi,Mar
1000,peas,Vegetable,2025-12-18,moderate,43,3,2,1,9.0,63.9,crisper,sealed_bag,False,Pune,Oct
1001,milk,Dairy,2025-02-10,fresh,16,14,11,11,2.4,66.4,freezer,sealed_bag,False,Chennai,May
1002,grape,Fruit,2025-05-14,moderate,9,3,2,1,4.6,64.8,crisper,container,False,Hyderabad,Aug
1003,butter,Dairy,2025-06-20,fresh,24,14,13,11,5.7,81.0,main_shelf,container,False,Chennai,May
1004,mango,Fruit,2025-07-02,moderate,31,3,3,2,5.3,87.2,main_shelf,sealed_bag,False,Chennai,Sep
1005,garlic,Vegetable,2025-11-14,fresh,6,8,5,4,6.9,65.0,main_shelf,open,False,Pune,Oct
1006,cherry,Fruit,2025-03-03,fresh,4,10,9,8,6.0,56.9,counter,sealed_bag,False,Bangalore,Aug
1007,chickpeas,Legume,2025-08-15,spoiled,30,0,0,0,5.5,73.3,freezer,original_pack,False,Bangalore,Jul
1008,lettuce,Vegetable,2025-05-17,fresh,14,8,6,5,6.6,57.3,counter,original_pack,False,Kolkata,Dec
1009,carrot,Vegetable,2025-01-05,fresh,48,8,9,7,7.5,59.3,counter,sealed_bag,False,Hyderabad,Jun
1010,garlic,Vegetable,2025-03-07,fresh,88,8,10,9,5.8,84.3,main_shelf,sealed_bag,False,Pune,Feb
1011,kiwi,Fruit,2025-09-11,fresh,43,10,11,12,1.6,94.0,crisper,wrapped,False,Chennai,Mar
1012,potato,Vegetable,2025-07-15,fresh,36,8,7,5,8.2,71.9,crisper,original_pack,False,Pune,Feb
1013,almond,Nut,2025-02-14,spoiled,36,0,0,0,5.6,72.5,counter,sealed_bag,False,Delhi,Nov
1014,lemon,Fruit,2025-01-06,fresh,74,10,13,9,9.0,73.1,door,open,False,Bangalore,Oct
1015,cucumber,Vegetable,2025-03-08,spoiled,94,0,0,0,4.1,81.7,door,container,False,Bangalore,Aug
1016,olive_oil,Oil,2025-09-20,fresh,10,365,328,350,2.6,65.6,counter,container,False,Delhi,Oct
1017,onion,Vegetable,2025-02-19,spoiled,35,0,0,0,7.5,80.0,door,wrapped,False,Delhi,May
1018,mushroom,Vegetable,2025-01-09,fresh,9,8,6,6,3.1,78.4,door,sealed_bag,False,Delhi,Mar
1019,almond,Nut,2025-01-03,moderate,64,90,89,87,4.3,65.2,counter,wrapped,False,Kolkata,Aug
1020,salmon,Protein,2025-07-15,moderate,5,2,2,2,2.1,82.4,counter,sealed_bag,False,Bangalore,Aug
1021,blueberry,Fruit,2025-09-01,moderate,7,3,4,2,9.1,84.7,door,open,False,Bangalore,Aug
1022,lentils,Legume,2025-07-02,fresh,86,180,199,206,3.2,83.0,main_shelf,open,False,Bangalore,Feb
1023,avocado,Fruit,2025-11-03,moderate,49,3,1,0,5.4,79.7,door,original_pack,False,Bangalore,Jun
1024,pear,Fruit,2025-11-07,fresh,16,10,8,8,2.6,75.1,counter,wrapped,False,Bangalore,Nov
1025,yogurt,Dairy,2025-07-17,fresh,65,14,9,8,4.2,57.1,crisper,original_pack,False,Delhi,Dec
1026,cauliflower,Vegetable,2025-02-14,fresh,53,8,6,4,8.5,82.1,counter,container,False,Delhi,Jan
1027,chicken,Protein,2025-11-01,fresh,43,5,6,6,3.2,65.0,counter,original_pack,False,Delhi,Feb
1028,tofu,Protein,2025-06-14,fresh,24,5,6,6,1.6,63.3,main_shelf,sealed_bag,False,Delhi,Jun
1029,watermelon,Fruit,2025-03-03,moderate,18,3,2,1,6.5,57.7,freezer,container,False,Bangalore,Dec
1030,lettuce,Vegetable,2025-09-10,moderate,67,3,3,2,8.9,78.2,freezer,container,False,Kolkata,Sep
1031,bread,Grain,2025-04-02,moderate,44,30,27,28,2.8,77.9,main_shelf,wrapped,False,Pune,Jan
1032,carrot,Vegetable,2025-03-12,moderate,72,3,2,1,8.9,94.6,crisper,wrapped,False,Delhi,Mar
1033,tomato,Vegetable,2025-12-01,fresh,14,8,5,4,5.3,71.2,freezer,wrapped,False,Mumbai,Feb
1034,walnut,Nut,2025-08-01,moderate,67,90,95,87,5.5,72.0,door,original_pack,False,Mumbai,Jul
1035,apple,Fruit,2025-06-14,fresh,60,10,7,7,2.7,71.5,main_shelf,original_pack,False,Bangalore,Aug
1036,garlic,Vegetable,2025-05-03,fresh,0,8,9,9,2.5,79.3,door,open,False,Kolkata,Dec
1037,strawberry,Fruit,2025-03-10,fresh,98,10,11,10,5.2,55.7,counter,sealed_bag,False,Pune,Aug
1038,lettuce,Vegetable,2025-03-08,spoiled,100,0,0,0,2.9,86.8,door,wrapped,True,Hyderabad,Sep
1039,tofu,Protein,2025-01-14,moderate,86,2,1,1,3.2,94.0,counter,original_pack,False,Hyderabad,Nov
1040,peas,Vegetable,2025-11-03,spoiled,90,0,0,0,6.1,63.0,crisper,open,False,Mumbai,Sep
1041,walnut,Nut,2025-04-13,fresh,54,365,360,316,6.4,87.4,freezer,wrapped,False,Mumbai,Jul
1042,rice,Grain,2025-11-08,moderate,20,30,32,29,5.3,75.3,freezer,original_pack,False,Hyderabad,Sep
1043,broccoli,Vegetable,2025-01-06,fresh,85,8,6,4,9.8,74.7,counter,original_pack,False,Chennai,Apr
1044,cheese,Dairy,2025-02-07,fresh,19,14,12,10,7.2,81.7,door,original_pack,False,Mumbai,Dec
1045,zucchini,Vegetable,2025-11-11,spoiled,6,0,0,0,5.1,58.9,main_shelf,open,True,Hyderabad,Aug
1046,egg,Protein,2025-07-11,fresh,19,5,6,6,2.1,89.3,door,container,False,Delhi,Sep
1047,salmon,Protein,2025-09-08,fresh,64,5,4,3,8.2,79.0,counter,sealed_bag,False,Chennai,Dec
1048,watermelon,Fruit,2025-05-19,fresh,11,10,8,7,5.2,74.9,main_shelf,wrapped,False,Pune,Feb
1049,peas,Vegetable,2025-03-05,spoiled,90,0,0,0,8.6,60.5,freezer,open,False,Pune,Jun
1050,pasta,Grain,2025-03-19,fresh,39,90,120,102,7.0,55.9,counter,original_pack,False,Hyderabad,May
1051,cherry,Fruit,2025-08-16,moderate,52,3,3,3,3.3,89.3,freezer,open,False,Pune,Apr
1052,cream,Dairy,2025-12-02,moderate,90,4,3,2,6.6,55.7,counter,open,False,Pune,Jun
1053,salmon,Protein,2025-04-19,fresh,89,5,4,3,5.0,62.5,door,container,False,Kolkata,Apr
1054,potato,Vegetable,2025-03-15,spoiled,3,0,0,0,6.2,66.4,freezer,wrapped,True,Kolkata,Jun
1055,pasta,Grain,2025-08-05,fresh,0,90,56,50,5.8,76.4,main_shelf,open,False,Kolkata,Apr
1056,bread,Grain,2025-03-01,moderate,97,30,31,28,5.9,92.7,counter,container,False,Bangalore,Jul
1057,milk,Dairy,2025-11-15,fresh,28,14,10,10,2.5,55.7,door,original_pack,False,Hyderabad,Apr
1058,potato,Vegetable,2025-11-01,fresh,44,8,7,6,5.1,59.0,freezer,original_pack,False,Bangalore,May
1059,cherry,Fruit,2025-08-07,moderate,76,3,2,2,1.3,65.4,main_shelf,open,False,Bangalore,May
1060,chickpeas,Legume,2025-07-18,moderate,83,60,64,52,7.7,68.7,counter,wrapped,False,Pune,Apr
1061,lentils,Legume,2025-09-04,moderate,7,60,72,65,5.7,75.1,main_shelf,original_pack,False,Mumbai,Feb
1062,lemon,Fruit,2025-03-11,spoiled,34,0,0,0,4.8,90.3,freezer,container,False,Pune,Jan
1063,chicken,Protein,2025-05-13,fresh,15,5,3,3,1.1,58.6,door,container,False,Kolkata,Aug
1064,olive_oil,Oil,2025-01-02,moderate,57,180,113,126,1.6,78.2,main_shelf,container,False,Hyderabad,Jun
1065,carrot,Vegetable,2025-12-16,fresh,36,8,10,8,7.4,80.2,main_shelf,wrapped,False,Kolkata,Oct
1066,avocado,Fruit,2025-02-07,spoiled,13,0,0,0,1.3,79.2,counter,container,True,Hyderabad,Jul
1067,cheese,Dairy,2025-06-10,fresh,16,14,10,11,2.0,93.4,counter,original_pack,False,Pune,Dec
1068,pear,Fruit,2025-11-02,fresh,25,10,6,6,1.8,91.1,door,container,False,Delhi,Dec
1069,apple,Fruit,2025-03-11,moderate,72,3,2,1,6.2,57.5,freezer,container,False,Hyderabad,Dec
1070,beef,Protein,2025-09-18,fresh,90,5,5,4,7.8,60.6,freezer,wrapped,False,Bangalore,Jul
1071,mushroom,Vegetable,2025-09-19,fresh,40,8,8,6,8.5,88.7,crisper,sealed_bag,False,Kolkata,May
1072,banana,Fruit,2025-04-18,moderate,59,3,3,2,8.4,73.8,door,original_pack,False,Pune,Dec
1073,rice,Grain,2025-03-19,fresh,85,90,92,84,5.6,71.3,main_shelf,container,False,Kolkata,Nov
1074,zucchini,Vegetable,2025-03-01,moderate,60,3,2,1,7.8,64.7,crisper,original_pack,False,Delhi,Sep
1075,orange,Fruit,2025-02-16,moderate,65,3,2,2,3.0,89.7,freezer,open,False,Delhi,Aug
1076,zucchini,Vegetable,2025-12-18,fresh,70,8,7,7,1.6,60.5,counter,sealed_bag,False,Kolkata,Jan
1077,avocado,Fruit,2025-06-15,fresh,34,10,7,5,9.7,94.6,crisper,original_pack,False,Hyderabad,Oct
1078,walnut,Nut,2025-01-13,spoiled,56,0,0,0,8.5,63.4,freezer,container,True,Hyderabad,Nov
1079,peach,Fruit,2025-06-11,fresh,96,10,10,8,7.0,62.0,freezer,open,False,Mumbai,Jul
1080,spinach,Vegetable,2025-02-10,moderate,40,3,2,1,9.5,82.9,main_shelf,wrapped,False,Delhi,Mar
1081,onion,Vegetable,2025-09-18,fresh,18,8,6,4,8.3,82.1,door,sealed_bag,False,Pune,Jul
1082,rice,Grain,2025-09-12,spoiled,13,0,0,0,9.7,83.3,crisper,open,True,Bangalore,Aug
1083,tomato,Vegetable,2025-07-10,moderate,94,3,3,2,4.1,67.8,freezer,wrapped,False,Chennai,Nov
1084,garlic,Vegetable,2025-01-20,fresh,69,8,7,5,8.8,94.6,main_shelf,container,False,Pune,Apr
1085,watermelon,Fruit,2025-03-16,spoiled,40,0,0,0,4.9,83.1,counter,wrapped,True,Pune,May
1086,almond,Nut,2025-04-18,moderate,73,90,78,82,2.8,64.6,main_shelf,sealed_bag,False,Delhi,Oct
1087,garlic,Vegetable,2025-06-11,fresh,92,8,9,8,5.1,68.6,freezer,container,False,Pune,Mar
1088,corn,Vegetable,2025-03-09,fresh,86,8,8,6,8.4,63.1,main_shelf,wrapped,False,Chennai,Jul
1089,pineapple,Fruit,2025-12-17,moderate,80,3,3,2,4.5,61.4,freezer,container,False,Bangalore,Dec
1090,carrot,Vegetable,2025-04-16,fresh,3,8,9,9,2.6,90.7,main_shelf,container,False,Delhi,Nov
1091,broccoli,Vegetable,2025-07-17,fresh,12,8,9,7,7.8,82.8,counter,sealed_bag,False,Chennai,Oct
1092,blueberry,Fruit,2025-12-06,fresh,89,10,10,10,3.5,85.9,main_shelf,sealed_bag,False,Hyderabad,Dec
1093,apple,Fruit,2025-04-19,spoiled,32,0,0,0,8.7,62.4,crisper,container,True,Delhi,Jun
1094,broccoli,Vegetable,2025-09-08,fresh,10,8,8,8,2.5,76.6,door,open,False,Chennai,Apr
1095,onion,Vegetable,2025-03-14,fresh,60,8,4,2,9.1,61.3,main_shelf,original_pack,False,Pune,May
1096,tuna,Protein,2025-07-12,fresh,56,5,6,5,6.2,85.2,crisper,wrapped,False,Kolkata,Sep
1097,beef,Protein,2025-12-12,moderate,7,2,2,2,1.8,60.9,counter,wrapped,False,Mumbai,Sep
1098,peas,Vegetable,2025-05-15,spoiled,49,0,0,0,3.6,80.0,crisper,container,False,Hyderabad,Mar
1099,kiwi,Fruit,2025-09-20,fresh,83,10,7,6,4.3,72.6,door,wrapped,False,Bangalore,Nov
1100,kiwi,Fruit,2025-09-10,fresh,49,10,6,6,2.8,55.7,crisper,open,False,Bangalore,Mar
1101,almond,Nut,2025-04-13,fresh,39,365,479,440,5.6,55.6,counter,open,False,Hyderabad,May
1102,pasta,Grain,2025-04-09,fresh,83,90,95,82,6.7,72.3,main_shelf,open,False,Mumbai,Feb
1103,grape,Fruit,2025-07-14,moderate,22,3,3,2,4.5,64.4,main_shelf,container,False,Delhi,Jun
1104,cucumber,Vegetable,2025-08-20,fresh,48,8,6,6,1.0,80.4,main_shelf,sealed_bag,False,Hyderabad,Jun
1105,watermelon,Fruit,2025-07-03,moderate,4,3,2,2,1.0,67.5,freezer,wrapped,False,Pune,Jan
1106,almond,Nut,2025-05-14,moderate,75,90,58,44,8.8,90.6,crisper,open,False,Bangalore,May
1107,tuna,Protein,2025-12-13,moderate,17,2,1,0,8.5,80.0,door,original_pack,False,Chennai,Jan
1108,peas,Vegetable,2025-08-08,fresh,18,8,7,6,5.9,67.8,crisper,wrapped,False,Delhi,Jan
1109,pear,Fruit,2025-10-07,spoiled,44,0,0,0,9.1,86.0,door,original_pack,False,Chennai,Aug
1110,watermelon,Fruit,2025-03-20,spoiled,66,0,0,0,1.1,73.6,door,open,True,Pune,Nov
1111,banana,Fruit,2025-07-15,spoiled,12,0,0,0,7.7,88.6,door,container,True,Mumbai,Nov
1112,cherry,Fruit,2025-06-12,moderate,32,3,2,2,1.7,73.2,crisper,sealed_bag,False,Hyderabad,Sep
1113,tofu,Protein,2025-03-17,fresh,85,5,6,5,6.2,61.3,counter,open,False,Delhi,Nov
1114,pear,Fruit,2025-02-15,fresh,50,10,10,7,10.0,69.2,counter,open,False,Chennai,Mar
1115,peas,Vegetable,2025-01-16,moderate,94,3,2,1,9.7,89.0,main_shelf,sealed_bag,False,Delhi,Dec
1116,salmon,Protein,2025-12-06,fresh,46,5,6,6,3.7,57.2,crisper,sealed_bag,False,Bangalore,May
1117,salmon,Protein,2025-09-10,fresh,37,5,3,2,9.8,77.4,crisper,sealed_bag,False,Bangalore,Nov
1118,corn,Vegetable,2025-12-18,fresh,96,8,6,5,6.3,65.6,door,container,False,Chennai,Apr
1119,avocado,Fruit,2025-05-18,spoiled,52,0,0,0,6.8,87.8,main_shelf,sealed_bag,True,Chennai,Sep
1120,cucumber,Vegetable,2025-11-17,spoiled,63,0,0,0,1.5,88.2,crisper,original_pack,True,Kolkata,Jun
1121,pineapple,Fruit,2025-01-20,moderate,6,3,3,2,5.2,61.8,freezer,original_pack,False,Delhi,May
1122,milk,Dairy,2025-02-16,moderate,32,4,3,3,2.0,57.9,crisper,open,False,Mumbai,Dec
1123,carrot,Vegetable,2025-09-13,fresh,42,8,8,6,9.0,82.5,freezer,sealed_bag,False,Bangalore,May
1124,olive_oil,Oil,2025-03-08,fresh,50,365,329,322,4.4,55.2,freezer,open,False,Kolkata,May
1125,milk,Dairy,2025-04-14,fresh,66,14,10,9,6.0,76.7,counter,sealed_bag,False,Hyderabad,Nov
1126,blueberry,Fruit,2025-10-10,fresh,0,10,12,9,8.1,82.1,door,sealed_bag,False,Hyderabad,Apr
1127,olive_oil,Oil,2025-12-11,fresh,61,365,336,366,2.2,79.3,freezer,original_pack,False,Mumbai,Dec
1128,mushroom,Vegetable,2025-11-04,fresh,54,8,6,5,6.0,57.1,main_shelf,wrapped,False,Bangalore,Sep
1129,watermelon,Fruit,2025-04-11,fresh,31,10,7,5,8.5,77.1,freezer,wrapped,False,Delhi,Mar
1130,tuna,Protein,2025-01-07,spoiled,79,0,0,0,3.1,79.5,door,sealed_bag,True,Mumbai,Dec
1131,tofu,Protein,2025-06-07,spoiled,23,0,0,0,5.7,76.5,counter,container,False,Mumbai,May
1132,lentils,Legume,2025-08-10,spoiled,58,0,0,0,3.3,87.4,door,original_pack,False,Mumbai,Nov
1133,rice,Grain,2025-10-02,fresh,73,90,87,89,3.5,78.5,freezer,wrapped,False,Hyderabad,Feb
1134,salmon,Protein,2025-10-16,fresh,57,5,6,5,4.5,89.4,main_shelf,container,False,Bangalore,Feb
1135,olive_oil,Oil,2025-06-16,spoiled,26,0,0,0,8.0,65.0,freezer,container,False,Pune,Oct
1136,mango,Fruit,2025-02-16,spoiled,40,0,0,0,7.7,66.7,freezer,container,False,Mumbai,Jan
1137,milk,Dairy,2025-09-17,spoiled,58,0,0,0,8.2,90.9,freezer,open,False,Bangalore,Oct
1138,beef,Protein,2025-04-10,fresh,97,5,4,3,5.2,64.3,crisper,open,False,Chennai,May
1139,cream,Dairy,2025-08-04,spoiled,18,0,0,0,6.0,83.6,freezer,original_pack,False,Pune,Mar
1140,egg,Protein,2025-02-06,spoiled,62,0,0,0,2.3,85.8,counter,container,False,Hyderabad,Sep
1141,garlic,Vegetable,2025-02-20,spoiled,51,0,0,0,6.2,82.0,crisper,container,True,Pune,Dec
1142,onion,Vegetable,2025-08-08,moderate,7,3,3,3,4.0,69.7,door,sealed_bag,False,Bangalore,Jul
1143,kiwi,Fruit,2025-01-16,fresh,15,10,8,7,6.1,93.8,freezer,container,False,Kolkata,May
1144,carrot,Vegetable,2025-01-01,moderate,7,3,4,4,1.9,85.0,door,open,False,Kolkata,Aug
1145,garlic,Vegetable,2025-01-14,fresh,39,8,5,4,8.0,94.8,crisper,wrapped,False,Kolkata,Oct
1146,cheese,Dairy,2025-09-17,fresh,84,14,13,10,7.7,62.1,door,original_pack,False,Mumbai,Aug
1147,kiwi,Fruit,2025-12-20,moderate,19,3,2,1,6.3,74.4,door,open,False,Kolkata,Nov
1148,salmon,Protein,2025-06-09,fresh,57,5,3,2,4.7,80.2,door,container,False,Kolkata,Aug
1149,egg,Protein,2025-11-16,moderate,8,2,2,1,9.7,64.7,crisper,original_pack,False,Mumbai,Oct
1150,almond,Nut,2025-07-16,moderate,58,90,79,65,7.4,57.2,crisper,container,False,Delhi,Apr
1151,lentils,Legume,2025-04-01,fresh,32,180,218,239,2.0,66.6,crisper,sealed_bag,False,Delhi,Jul
1152,grape,Fruit,2025-07-16,fresh,59,10,6,4,9.1,71.4,door,sealed_bag,False,Bangalore,Jan
1153,zucchini,Vegetable,2025-12-15,fresh,13,8,5,4,5.0,94.7,freezer,wrapped,False,Mumbai,Dec
1154,cucumber,Vegetable,2025-12-15,fresh,20,8,10,8,7.8,62.1,counter,container,False,Chennai,Dec
1155,spinach,Vegetable,2025-07-15,fresh,50,8,8,8,1.9,91.3,main_shelf,sealed_bag,False,Kolkata,Aug
1156,strawberry,Fruit,2025-11-08,fresh,73,10,8,8,3.2,57.9,crisper,original_pack,False,Hyderabad,May
1157,peas,Vegetable,2025-05-13,fresh,59,8,7,7,4.0,57.2,counter,sealed_bag,False,Pune,Jan
1158,oats,Grain,2025-06-12,fresh,4,90,98,95,4.5,91.3,main_shelf,wrapped,False,Chennai,Apr
1159,carrot,Vegetable,2025-03-05,fresh,98,8,8,5,9.9,64.1,crisper,wrapped,False,Bangalore,Aug
1160,mushroom,Vegetable,2025-12-06,fresh,35,8,6,5,6.9,68.0,main_shelf,open,False,Pune,Jul
1161,chicken,Protein,2025-09-14,fresh,9,5,4,3,7.3,92.8,freezer,container,False,Pune,Jan
1162,garlic,Vegetable,2025-06-15,moderate,28,3,1,0,9.8,75.8,main_shelf,open,False,Mumbai,Jul
1163,olive_oil,Oil,2025-09-13,spoiled,37,0,0,0,7.8,91.5,door,original_pack,False,Mumbai,Jul
1164,pineapple,Fruit,2025-11-12,fresh,63,10,6,6,1.1,84.4,crisper,original_pack,False,Mumbai,Oct
1165,garlic,Vegetable,2025-05-03,fresh,16,8,7,6,5.4,86.9,main_shelf,original_pack,False,Pune,Oct
1166,beef,Protein,2025-03-11,spoiled,71,0,0,0,5.9,72.4,freezer,container,True,Bangalore,Apr
1167,cucumber,Vegetable,2025-06-03,fresh,46,8,5,4,6.8,68.4,crisper,wrapped,False,Kolkata,Oct
1168,walnut,Nut,2025-08-17,fresh,32,365,497,554,1.7,78.4,counter,original_pack,False,Mumbai,Feb
1169,pear,Fruit,2025-06-17,fresh,82,10,7,5,7.9,65.0,crisper,open,False,Hyderabad,Aug
1170,mushroom,Vegetable,2025-02-13,moderate,35,3,2,1,9.4,71.7,freezer,open,False,Delhi,Mar
1171,tofu,Protein,2025-03-05,spoiled,86,0,0,0,4.0,61.0,door,wrapped,True,Pune,Sep
1172,mango,Fruit,2025-03-19,spoiled,92,0,0,0,3.4,82.6,freezer,open,False,Hyderabad,May
1173,strawberry,Fruit,2025-04-15,moderate,98,3,3,2,8.9,81.3,door,container,False,Pune,Nov
1174,chickpeas,Legume,2025-09-04,spoiled,62,0,0,0,8.3,90.8,counter,sealed_bag,True,Chennai,Sep
1175,banana,Fruit,2025-06-17,fresh,5,10,10,8,6.3,89.9,counter,open,False,Delhi,Jan
1176,cherry,Fruit,2025-09-04,fresh,88,10,11,12,1.2,94.8,crisper,original_pack,False,Bangalore,Dec
1177,avocado,Fruit,2025-10-19,fresh,4,10,11,9,7.5,81.3,main_shelf,open,False,Kolkata,Apr
1178,watermelon,Fruit,2025-03-03,fresh,20,10,11,9,6.1,71.7,door,wrapped,False,Bangalore,Jul
1179,olive_oil,Oil,2025-12-12,fresh,72,365,366,397,2.3,82.4,counter,sealed_bag,False,Bangalore,Mar
1180,grape,Fruit,2025-05-19,fresh,88,10,12,10,6.6,87.9,door,container,False,Chennai,Mar
1181,potato,Vegetable,2025-12-09,fresh,95,8,8,9,1.0,64.0,freezer,original_pack,False,Bangalore,Nov
1182,onion,Vegetable,2025-06-16,fresh,65,8,10,10,2.1,71.8,crisper,sealed_bag,False,Chennai,May
1183,chicken,Protein,2025-10-13,moderate,37,2,2,2,3.7,92.1,crisper,wrapped,False,Delhi,Jun
1184,strawberry,Fruit,2025-06-07,moderate,16,3,2,1,7.5,92.3,main_shelf,sealed_bag,False,Chennai,Aug
1185,blueberry,Fruit,2025-08-13,spoiled,32,0,0,0,9.8,77.1,crisper,sealed_bag,True,Mumbai,Nov
1186,chicken,Protein,2025-06-18,fresh,50,5,6,4,8.0,74.6,crisper,container,False,Pune,Jan
1187,tofu,Protein,2025-01-17,fresh,28,5,5,4,6.2,67.5,door,original_pack,False,Pune,May
1188,blueberry,Fruit,2025-09-04,moderate,75,3,2,1,5.8,77.6,main_shelf,open,False,Bangalore,Oct
1189,potato,Vegetable,2025-10-14,fresh,18,8,8,8,2.6,81.6,freezer,wrapped,False,Pune,Mar
1190,lemon,Fruit,2025-06-08,fresh,32,10,10,11,1.7,62.0,crisper,container,False,Mumbai,Oct
1191,almond,Nut,2025-08-18,moderate,95,90,108,107,4.1,68.6,crisper,sealed_bag,False,Kolkata,Mar
1192,yogurt,Dairy,2025-01-14,fresh,16,14,18,16,5.5,82.1,counter,original_pack,False,Delhi,Jan
1193,lemon,Fruit,2025-04-12,moderate,85,3,3,2,6.1,65.7,main_shelf,original_pack,False,Chennai,Nov
1194,spinach,Vegetable,2025-04-04,moderate,67,3,3,3,1.3,63.7,freezer,wrapped,False,Bangalore,Oct
1195,bread,Grain,2025-05-16,fresh,61,90,84,72,6.8,93.4,main_shelf,open,False,Pune,Feb
1196,orange,Fruit,2025-05-08,moderate,94,3,1,1,1.0,64.2,freezer,container,False,Mumbai,Jul
1197,banana,Fruit,2025-10-12,moderate,82,3,3,2,5.0,83.5,main_shelf,sealed_bag,False,Kolkata,Dec
1198,spinach,Vegetable,2025-03-05,fresh,33,8,6,5,6.3,92.6,main_shelf,original_pack,False,Kolkata,Aug
1199,milk,Dairy,2025-11-11,fresh,6,14,10,9,5.1,69.5,main_shelf,open,False,Pune,Sep
1200,butter,Dairy,2025-09-10,spoiled,55,0,0,0,1.9,92.0,crisper,sealed_bag,False,Mumbai,Sep
1201,avocado,Fruit,2025-09-10,moderate,22,3,2,1,7.9,74.6,crisper,original_pack,False,Bangalore,Jun
