session_id,scan_date,scan_time,user_city,total_items,fresh_count,moderate_count,spoiled_count,total_calories,total_protein_g,avg_freshness_pct,scan_duration_sec,items_discarded,recipe_suggested,fridge_temp_c,fridge_humidity,device_type
914,2025-03-09,07:56,Hyderabad,12,10,1,1,1635.6,48.8,32.0,2.8,1,False,4.0,85.5,phone_camera
915,2025-02-16,06:04,Chennai,10,2,0,8,1003.2,80.2,45.0,1.87,7,False,4.4,67.9,webcam
916,2025-05-28,15:16,Pune,9,7,2,0,1288.7,76.6,58.1,3.96,0,True,5.9,72.1,uploaded
917,2025-04-01,11:18,Kolkata,11,11,0,0,1236.1,24.9,70.6,3.06,0,True,2.6,59.2,uploaded
918,2025-06-26,06:51,Mumbai,4,2,2,0,1310.7,31.4,78.3,1.3,0,True,6.3,64.4,webcam
919,2025-02-05,17:50,Pune,6,3,1,2,251.9,95.2,61.3,2.3,2,True,6.4,73.9,fridge_cam
920,2025-04-05,11:41,Hyderabad,12,9,3,0,439.7,101.7,59.4,2.68,0,True,7.2,79.5,uploaded
921,2025-11-02,19:11,Chennai,6,6,0,0,697.6,57.2,54.5,1.95,0,True,6.4,74.0,uploaded
922,2025-05-18,18:30,Chennai,12,1,9,2,1041.8,51.8,65.9,2.38,1,False,2.9,64.6,webcam
923,2025-02-02,09:21,Delhi,4,4,0,0,1404.0,58.4,92.9,1.63,0,True,1.1,58.6,webcam
924,2025-06-17,15:11,Kolkata,11,7,1,3,603.7,24.4,68.0,2.16,1,False,5.8,84.1,phone_camera
925,2025-08-25,10:15,Chennai,4,2,0,2,1757.5,87.1,36.6,0.74,1,False,7.7,63.2,phone_camera
926,2025-06-26,20:08,Bangalore,9,7,1,1,993.4,22.1,62.9,2.95,1,True,3.5,79.6,fridge_cam
927,2025-05-25,07:39,Bangalore,9,5,3,1,1626.3,35.5,71.8,2.37,1,False,1.7,79.3,uploaded
928,2025-10-03,21:30,Kolkata,5,4,0,1,547.5,94.5,44.4,3.15,0,True,1.6,55.4,webcam
929,2025-02-27,22:53,Mumbai,10,7,1,2,1518.4,32.4,68.0,0.75,2,False,5.8,56.7,phone_camera
930,2025-12-17,08:39,Mumbai,5,2,0,3,615.6,84.1,32.1,3.9,2,False,7.1,64.3,fridge_cam
931,2025-03-15,22:58,Bangalore,7,4,3,0,1476.2,102.0,41.8,3.29,0,True,4.2,55.8,uploaded
932,2025-10-25,14:08,Kolkata,11,6,3,2,210.3,94.9,29.0,2.15,2,True,2.3,68.2,phone_camera
933,2025-09-16,22:55,Kolkata,8,3,0,5,1088.7,13.2,25.2,2.25,0,True,7.6,88.0,uploaded
934,2025-02-12,19:30,Chennai,6,2,4,0,260.5,115.6,49.2,1.1,0,True,5.3,61.7,uploaded
935,2025-05-08,21:43,Mumbai,5,4,1,0,1635.6,30.2,88.5,1.39,0,True,3.5,79.4,webcam
936,2025-03-02,08:34,Mumbai,3,2,0,1,1100.6,81.5,31.5,2.19,1,False,4.0,83.0,uploaded
937,2025-04-04,21:10,Hyderabad,11,3,0,8,1542.3,15.5,65.7,3.56,7,False,1.6,72.0,fridge_cam
938,2025-12-21,09:45,Hyderabad,11,1,4,6,1525.3,64.4,66.1,4.0,0,False,6.7,57.4,phone_camera
939,2025-06-08,22:21,Chennai,3,2,1,0,1831.9,38.9,48.0,1.91,0,False,5.4,87.0,phone_camera
940,2025-01-27,20:23,Kolkata,7,0,1,6,514.3,59.8,81.0,2.63,3,True,2.0,88.8,fridge_cam
941,2025-01-05,11:21,Hyderabad,10,10,0,0,647.3,89.0,28.8,1.05,0,False,2.2,64.4,fridge_cam
942,2025-06-21,06:15,Pune,12,12,0,0,224.0,73.4,60.9,1.66,0,False,7.8,60.2,uploaded
943,2025-09-07,06:28,Delhi,10,10,0,0,1809.1,54.8,60.8,1.9,0,False,6.3,76.8,fridge_cam
944,2025-04-15,10:10,Hyderabad,3,0,3,0,1933.1,22.2,49.3,2.36,0,False,1.5,77.2,fridge_cam
945,2025-11-23,11:38,Chennai,7,4,0,3,1843.2,77.3,48.7,0.57,2,False,4.9,57.5,fridge_cam
946,2025-09-08,16:45,Bangalore,12,2,2,8,261.1,24.7,82.8,1.32,5,True,1.6,72.1,fridge_cam
947,2025-04-14,13:59,Hyderabad,11,10,1,0,1523.5,48.5,39.0,3.87,0,True,5.6,82.8,fridge_cam
948,2025-08-12,12:05,Bangalore,6,2,0,4,488.9,112.2,24.9,3.89,4,False,3.3,62.0,webcam
949,2025-02-25,11:26,Delhi,7,7,0,0,290.3,68.9,65.7,2.2,0,False,2.4,71.5,uploaded
950,2025-07-23,19:32,Pune,11,8,0,3,277.7,54.5,25.9,2.51,3,False,5.5,79.7,phone_camera
951,2025-11-15,22:48,Delhi,5,0,3,2,728.1,60.8,87.2,3.73,1,True,3.8,73.2,fridge_cam
952,2025-05-18,17:55,Bangalore,8,8,0,0,710.4,113.9,37.4,1.08,0,False,3.2,89.1,webcam
953,2025-03-16,20:03,Chennai,8,6,1,1,1874.7,47.9,90.8,1.84,1,False,7.2,76.8,webcam
954,2025-03-15,10:01,Chennai,11,0,5,6,1204.9,38.0,37.9,0.86,5,False,7.5,87.4,webcam
955,2025-10-25,12:55,Mumbai,9,6,2,1,629.8,46.8,72.1,2.39,0,True,2.6,58.1,phone_camera
956,2025-09-11,11:32,Kolkata,5,2,2,1,1884.7,79.3,75.9,3.79,1,False,4.0,62.3,uploaded
957,2025-02-02,06:01,Mumbai,12,7,5,0,1719.6,112.6,20.0,0.57,0,False,3.8,84.7,uploaded
958,2025-12-17,18:50,Delhi,11,0,8,3,755.2,78.7,72.8,3.62,3,True,7.7,79.3,uploaded
959,2025-12-20,15:59,Kolkata,8,0,2,6,491.3,16.9,26.4,0.97,4,True,3.5,62.0,phone_camera
960,2025-03-16,08:37,Bangalore,10,5,4,1,1755.7,92.0,88.1,1.82,1,True,5.2,82.5,phone_camera
961,2025-11-02,21:56,Pune,11,0,1,10,280.0,58.2,76.6,3.67,4,False,1.1,62.7,uploaded
962,2025-12-11,06:29,Hyderabad,7,1,3,3,1566.3,111.1,27.1,0.96,1,True,1.8,66.2,phone_camera
963,2025-03-04,21:18,Chennai,7,7,0,0,1349.2,102.4,92.5,1.27,0,True,3.1,68.3,uploaded
964,2025-04-20,20:43,Kolkata,9,8,0,1,1780.5,114.9,29.8,2.35,0,True,6.7,65.1,uploaded
965,2025-06-21,06:04,Mumbai,6,2,2,2,319.5,76.0,80.2,3.33,1,False,1.9,61.7,fridge_cam
966,2025-01-03,18:23,Delhi,12,5,3,4,1224.7,63.7,45.3,3.87,2,False,3.5,78.2,webcam
967,2025-02-01,10:02,Pune,7,5,0,2,1570.2,65.5,70.0,0.51,1,True,2.7,81.1,uploaded
968,2025-02-05,09:51,Chennai,3,2,0,1,261.0,54.8,56.4,2.15,0,True,1.3,57.1,fridge_cam
969,2025-05-06,17:43,Delhi,11,6,2,3,1473.7,113.5,58.8,3.34,1,True,5.3,88.3,fridge_cam
970,2025-08-03,06:22,Kolkata,7,4,0,3,889.0,33.6,74.9,2.67,3,True,4.3,55.3,uploaded
971,2025-12-08,16:48,Hyderabad,7,7,0,0,1933.7,119.0,76.9,1.16,0,True,4.2,67.8,phone_camera
972,2025-08-01,07:19,Hyderabad,3,2,1,0,551.7,10.8,91.2,1.87,0,True,7.1,67.7,phone_camera
973,2025-12-10,12:35,Mumbai,11,2,7,2,480.8,100.1,77.2,1.06,0,False,1.4,85.5,phone_camera
974,2025-04-24,10:57,Mumbai,7,3,3,1,1742.3,17.8,87.2,1.94,1,False,3.5,82.3,webcam
975,2025-10-11,15:57,Chennai,6,4,0,2,1174.6,86.5,24.6,2.55,0,True,6.7,59.2,webcam
976,2025-04-02,17:48,Chennai,7,4,1,2,1251.0,15.9,63.6,3.63,0,False,1.3,75.3,uploaded
977,2025-07-17,15:42,Hyderabad,3,0,3,0,906.1,46.0,70.3,1.04,0,True,6.9,70.4,fridge_cam
978,2025-12-14,15:19,Mumbai,10,5,2,3,1246.4,64.4,45.6,0.8,1,True,6.6,59.6,uploaded
979,2025-05-05,11:48,Kolkata,10,4,4,2,511.6,56.7,24.4,3.86,1,True,2.3,82.7,fridge_cam
980,2025-02-23,15:11,Pune,12,8,3,1,239.2,110.7,36.7,1.61,1,False,5.4,59.2,fridge_cam
981,2025-09-13,12:24,Mumbai,3,2,0,1,1557.9,119.4,89.0,1.68,1,True,2.5,71.3,fridge_cam
982,2025-04-02,19:20,Hyderabad,10,7,3,0,840.9,25.7,86.2,2.01,0,False,7.5,77.0,uploaded
983,2025-06-22,21:14,Pune,12,9,0,3,251.4,36.9,56.9,2.29,2,True,7.4,78.4,fridge_cam
984,2025-07-18,20:26,Chennai,5,4,0,1,1323.3,60.6,21.8,1.89,0,False,7.6,67.4,webcam
985,2025-10-21,09:35,Hyderabad,3,3,0,0,922.6,93.1,85.5,3.6,0,False,4.9,76.3,webcam
986,2025-08-27,10:37,Bangalore,10,1,8,1,1827.0,100.6,74.7,3.59,0,True,3.5,69.2,fridge_cam
987,2025-01-12,08:49,Chennai,5,0,3,2,926.8,94.5,56.1,2.64,1,False,2.7,81.7,uploaded
988,2025-10-27,15:45,Bangalore,11,2,1,8,350.4,90.8,71.9,2.83,2,False,5.9,56.1,uploaded
989,2025-08-12,10:07,Mumbai,6,1,2,3,632.2,13.9,93.6,3.51,0,False,3.9,63.8,phone_camera
990,2025-02-24,07:41,Pune,4,3,0,1,703.7,118.4,35.7,3.35,0,False,6.3,80.6,webcam
991,2025-09-28,12:22,Chennai,4,4,0,0,1428.6,43.1,42.1,2.67,0,True,2.6,58.3,fridge_cam
992,2025-10-19,21:12,Delhi,7,7,0,0,1681.6,36.0,68.8,3.3,0,False,5.8,70.7,uploaded
993,2025-11-18,18:44,Mumbai,7,7,0,0,1333.9,39.7,50.7,2.91,0,True,3.1,66.7,phone_camera
994,2025-11-01,20:53,Mumbai,12,4,8,0,1605.9,100.0,53.0,2.36,0,False,5.7,73.1,fridge_cam
995,2025-03-05,11:28,Pune,11,4,0,7,1070.2,51.7,20.4,0.84,0,False,6.3,85.6,phone_camera
996,2025-10-07,15:16,Delhi,8,2,3,3,831.6,113.3,73.4,2.56,3,False,4.4,77.4,webcam
997,2025-07-07,14:18,Mumbai,3,1,0,2,1701.8,63.9,21.5,2.85,1,True,3.3,85.6,fridge_cam
998,2025-08-08,16:13,Pune,7,2,1,4,664.6,103.9,29.4,1.59,4,False,4.6,88.8,phone_camera
999,2025-04-11,06:11,Mumbai,5,1,2,2,1005.1,59.1,68.8,2.74,0,True,2.6,63.9,webcam
1000,2025-06-17,21:56,Pune,6,3,0,3,1482.0,90.1,30.5,1.14,0,True,7.9,86.8,webcam
